rating,date,variation,verified_reviews,feedback,p_verified_reviews
2,2018-07-20,White  Plus,"At a volume setting of half or less, the speaker sounds like there is something rattling, crackling or vibrating in it.  I'd understand if the volume was set higher.  All speakers get distorted when over-driven.  But this doesn't sound like this is an over-driven case; sounds like more of a rattle/crackle.  Possibly because the bass is too high.  Learned that there is no ability to adjust any of the sound characteristics (other than volume).  I will attempt to exchange it assuming it is just an isolated problem.",0,volume setting half less speaker sounds like something rattling crackling vibrating 'd understand volume set higher speakers get distorted driven n't sound like driven case sounds like rattle crackle possibly bass high learned ability adjust sound characteristics volume attempt exchange assuming isolated problem
5,2018-07-20,Black  Plus,"the Sound is fantastic for the Classic  music. is like you have the orchestra at your home. and you can control the sound with out screamig at it you just have to twist the top, but also you can tell  &#34;Alexa volume 3&#34;",1,sound fantastic classic music like orchestra home control sound screamig twist top also tell alexa volume
5,2018-07-20,Black  Plus,"love Alexa, makes it fun when people are around and seeing it for first time",1,love alexa makes fun people around seeing first time
3,2018-07-20,Black  Plus,"I was suppose to get the “free” lightbulb with purchase. It did not come with Echo. Upon reading more carefully, it says to click a box to receive free bulb. 😳 of course I want the free bulb, who wouldn’t? Just a sneaky way for them to get out of having to give so many “ free”  bulbs away. Disappointed!  I have yet to set up my echo, our first purchase on any alexia device. Debating if we want to keep it. It did come quickly with my prime membership.",1,suppose get free lightbulb purchase come echo upon reading carefully says click box receive free bulb course want free bulb sneaky way get give many free bulbs away disappointed yet set echo first purchase alexia device debating want keep come quickly prime membership
1,2018-07-20,Black  Plus,I bought this for myself and i didn’t realize it had to be plugged in just to work. It isn’t convenient to make them always have to connect to a wall. It should’ve been more clear when i bought it.,0,bought realize plugged work convenient make always connect wall clear bought
5,2018-07-20,Black  Plus,"Alexa helps with more than just lights or music, it helps out when your kids think they know everything and you know nothing  lol  Sweet  love it  so much so I purchased 2, Alexa has been a great purchase for my uncle whom lives by himself, when I got it he wasnt so keen on it, but now its his best friend, he tells her goodmorning and she will say it back along with a description on something that is happening today or something special that happened years ago on that day, as well as sang him Happy birthday  lolol  he now has educated him self on things he never knew, and laughs at the things she may say when he waits to see he response to something hes asked  love it, and to think I was going to hate it.",1,alexa helps lights music helps kids think know everything know nothing lol sweet love much purchased alexa great purchase uncle lives got wasnt keen best friend tells goodmorning say back along description something happening today something special happened years ago day well sang happy birthday lolol educated self things never knew laughs things may say waits see response something hes asked love think going hate
5,2018-07-20,Black  Plus,"Incredible piece of technology.I have this right center of my living room on an island kitchen counter. The mic and speaker goes in every direction and the quality of the sound is quite good. I connected the Echo via Bluetooth to my Sony soundbar on my TV but find the Echo placement and 360 sound more appealing. It's no audiophile equipment but there is good range and decent bass. The sound is more than adequate for any indoor entertaining and loud enough to bother neighbors in my building. The knob on the top works great for adjusting volume. This is my first Echo device and I would imagine having to press volume buttons (on the Echo 2) a large inconvenience and not as precise. For that alone I would recommend this over the regular Echo (2nd generation).The piece looks quality and is quite sturdy with some weight on it. The rubber material on the bottom has a good grip on the granite counter-- my cat can even rub her scent on it without tipping it over.This order came with a free Philips Hue Bulb which I installed along with an extra one I bought. I put the 2 bulbs into my living room floor lamp, turned on the light, and all I had to do was say &#34;Alexa, connect my devices&#34;. The default names for each bulb was assigned as &#34;First light&#34; and &#34;Second light&#34;, so I can have a dimmer floor lamp if I just turned on/off one of the lights by saying &#34;Alexa, turn off the second light&#34;. In the Alexa app, I created a 'Group' with &#34;First light&#34; and &#34;Second light&#34; and named the group &#34;The light&#34;, so to turn on the lamp with both bulbs shining I just say &#34;Alexa, turn on The light&#34;.I was surprised how easily the bulbs connected to the Echo Plus with its built in hub. I thought I would have to buy a hub bridge to connect to my floor lamp power plug. Apparently there is some technology built directly inside the bulb! I was surprised by that. Awesome.You will feel like Tony Stark on this device. I added quite a few &#34;Skills&#34; like 'Thunderstorm sounds' and 'Quote of the day' . Alexa always loads them up quickly. Adding songs that you hear to specific playlists on Amazon Music is also a great feature.I can go on and on and this is only my second day of ownership.I was lucky to buy this for $100 on Prime Day, but I think for $150 is it pretty expensive considering the Echo 2 is only $100. In my opinion, you will be paying a premium for the Echo Plus and you have to decide if the value is there for you:1) Taller and 360 sound unit.2) Volume knob on top that you spin (I think this is a huge benefit over buttons)3) Built in hub for Hue bulbs. After researching more, there are some cons to this setup if you plan on having more advanced light setups. For me and my floor lamp, it's just perfect.I highly recommend it and will buy an Echo dot for my bedroom now.",1,incredible piece technology right center living room island kitchen counter mic speaker goes every direction quality sound quite good connected echo via bluetooth sony soundbar tv find echo placement sound appealing 's audiophile equipment good range decent bass sound adequate indoor entertaining loud enough bother neighbors building knob top works great adjusting volume first echo device would imagine press volume buttons echo large inconvenience precise alone would recommend regular echo nd generation piece looks quality quite sturdy weight rubber material bottom good grip granite counter cat even rub scent without tipping order came free philips hue bulb installed along extra one bought put bulbs living room floor lamp turned light say alexa connect devices default names bulb assigned first light second light dimmer floor lamp turned one lights saying alexa turn second light alexa app created 'group ' first light second light named group light turn lamp bulbs shining say alexa turn light surprised easily bulbs connected echo plus built hub thought would buy hub bridge connect floor lamp power plug apparently technology built directly inside bulb surprised awesome feel like tony stark device added quite skills like 'thunderstorm sounds ' 'quote day ' alexa always loads quickly adding songs hear specific playlists amazon music also great feature go second day ownership lucky buy prime day think pretty expensive considering echo opinion paying premium echo plus decide value taller sound unit volume knob top spin think huge benefit buttons built hub hue bulbs researching cons setup plan advanced light setups floor lamp 's perfect highly recommend buy echo dot bedroom
4,2018-07-20,Black  Plus,Easy to Install. Very clear speaker. I took one star off because it was delivered late by OnTrac-like usual.,1,easy install clear speaker took one star delivered late ontrac like usual
5,2018-07-19,Black  Plus,"Love, Love, Love",1,love love love
5,2018-07-19,Black  Plus,Good product.,1,good product
1,2018-07-19,Black  Plus,"I would like to tell you that I have a reason to hate it like the speakers suck, or the color, or the shape or even the way it smells, but I can honestly say the number reason I hate this device is I have tried to set it up 3x's now to no avail, I have 4 other Echo devices already that I set up and use quite regularly, I have reset my phone (Galaxy S8), checked the app for updates, I have cycled power to the Echo unit with each attempt. I work in the network/technology industry for a living and have for over 20 years now, so lack of experience or knowledge is not the problem here. I used the app and the device even tells me it is connected and to follow the app to continue set up, the set up screen just continues to roll the 3 dots around the screen for about 5 minutes before the app locks up on my phone and I have to force the app to close, restart my phone and the Echo and try again. I figured 3x's was enough, it shouldn't be that hard a techie, I can only imagine how bad this will prove to be for people whom have no clue about technology....I hope they won't call me I'll tell em to send the product back!",0,would like tell reason hate like speakers suck color shape even way smells honestly say number reason hate device tried set x 's avail echo devices already set use quite regularly reset phone galaxy checked app updates cycled power echo unit attempt work network technology industry living years lack experience knowledge problem used app device even tells connected follow app continue set set screen continues roll dots around screen minutes app locks phone force app close restart phone echo try figured x 's enough n't hard techie imagine bad prove people clue technology hope wo n't call 'll tell em send product back
5,2018-07-19,Black  Plus,"Pretty cool device. Still have a lot to learn, but I'm changing channels on my Fios, and getting info needed. the speaker is great for what I needed it for, which mainly is music.",1,pretty cool device still lot learn 'm changing channels fios getting info needed speaker great needed mainly music
1,2018-07-19,Black  Plus,"Unit came with the wrong plug, will have to send back to Amazon.",0,unit came wrong plug send back amazon
5,2018-07-19,Black  Plus,Love It,1,love
5,2018-07-18,Black  Plus,"The sound quality is really quite good. I also have a Dot which is Bluetooth linked to a Grace Digital amplifier which is driving a couple of floor standing Snell speakers, obvious the floor standing speakers are better than this but not by much. My only complaint is that you can't customize Alexa hot words. Now that I have multiple Alexa devices there needs to be a way to direct an Alexa command to a particular device. I would like to be able to talk to a device by name.",1,sound quality really quite good also dot bluetooth linked grace digital amplifier driving couple floor standing snell speakers obvious floor standing speakers better much complaint ca n't customize alexa hot words multiple alexa devices needs way direct alexa command particular device would like able talk device name
5,2018-07-18,Black  Plus,Love the light bulb feature,1,love light bulb feature
5,2018-07-18,White  Plus,The Echo Plus works as expected but I never received the Philips Hue smart bulb that was supposed to be included as part of my purchase. Please advise.,1,echo plus works expected never received philips hue smart bulb supposed included part purchase please advise
5,2018-07-18,White  Plus,very nice! everything is working fine. just have to 100% learn the commands,1,nice everything working fine learn commands
5,2018-07-18,Black  Plus,"The sound quality is great, it now replace the echo dot in my kitchen.",1,sound quality great replace echo dot kitchen
5,2018-07-18,Black  Plus,Just got mine last night. Played around with it for a while. Should have bought it a long time ago.,1,got mine last night played around bought long time ago
5,2018-07-17,Black  Plus,"So easy to use, non-stop music!",1,easy use non stop music
5,2018-07-17,Black  Plus,Great product and Prime Day price! Took a while to figure out how to connect to my wireless network and the other Echo devices in my home. This came with a Philips smart bulb. It's better than having a clapper! I found instructions online to 'wake to music & philips light'. Very easy to set it up with the instructions. You even have an option of what song you want to wake up to!,1,great product prime day price took figure connect wireless network echo devices home came philips smart bulb 's better clapper found instructions online 'wake music philips light ' easy set instructions even option song want wake
5,2018-07-17,White  Plus,Exchange new color,1,exchange new color
5,2018-07-16,Black  Plus,Alexa is the best smart speaker out there I'm so glad I came across it the sound is so amazing and I mostly use Amazon Alexa for music and school work help I love to control my room lights and the color totally recommend,1,alexa best smart speaker 'm glad came across sound amazing mostly use amazon alexa music school work help love control room lights color totally recommend
4,2018-07-16,Black  Plus,It get on sale after 2 days so ... CHECK EVENTS BEFORE U BUY THESE AMAZON PRODUCTS!,1,get sale days check events u buy amazon products
3,2018-07-16,Black  Plus,"Pros- plenty loud for a large room with high ceilings.Cons - the hub doesn’t do anything.  It doesn’t work with z wave (as it states), it doesn’t take voice commands for SmartThings, which I had to buy since the hub doesn’t work for z wave.It also sounds muffled and there is no way to control the EQ. (Not sure if that is on all models, but the Dots we have are clear.For the money, buy an echo dot or echo (2nd generation).  The echo dot takes voice commands for the smart things hub, go figure, and the audio is clear. The dot also seems to hear my voice better and almost at a whisper.",1,pros plenty loud large room high ceilings cons hub anything work z wave states take voice commands smartthings buy since hub work z wave also sounds muffled way control eq sure models dots clear money buy echo dot echo nd generation echo dot takes voice commands smart things hub go figure audio clear dot also seems hear voice better almost whisper
3,2018-07-16,White  Plus,"Alexa is a decent speaker if that's all you need. She is terrible at most other things. She consistently answers questions that were not asked or says &#34;hmmm I don't know that&#34; for everything else. We've gone back to just using our phones because she can't really look anything up. Pretty much everyone makes fun of me for spending money on this when I had an awesome Bose bluetooth already. I bought her because my mother (who lives alone) uses hers a lot and is happy with it, but we have a full house with kids and I'm less than impressed. I'd never recommend it to anyone except for senior citizens who love alone and need to be able to shout out for help in the event of a fall.",1,alexa decent speaker 's need terrible things consistently answers questions asked says hmmm n't know everything else 've gone back using phones ca n't really look anything pretty much everyone makes fun spending money awesome bose bluetooth already bought mother lives alone uses lot happy full house kids 'm less impressed 'd never recommend anyone except senior citizens love alone need able shout help event fall
5,2018-07-16,Black  Plus,The setup of this device was simple and effective.  I am very pleased to see all of the additional skills and add on abilities of Alexa.  This is great for my mobility issues.  I now have the ability to have my shopping and comfort needs met without depending on friends and family.,1,setup device simple effective pleased see additional skills add abilities alexa great mobility issues ability shopping comfort needs met without depending friends family
5,2018-07-16,Black  Plus,Perfect!!!,1,perfect
5,2018-07-15,White  Plus,We love it! Bought the light bulbs as well and we use it daily!,1,love bought light bulbs well use daily
4,2018-07-15,White  Plus,Alexa is great only she will laugh or add random comments in conversations. Last night I was asking a sibling why they are using Alexa upstairs versus the one downstairs. Then the echo dot downstairs starting singing “oh technology oh technology” kind of weird but it seems to have a mind of its own.,1,alexa great laugh add random comments conversations last night asking sibling using alexa upstairs versus one downstairs echo dot downstairs starting singing oh technology oh technology kind weird seems mind
5,2018-07-14,Black  Plus,"Love, Love, Love my Amazon Echo Plus!!❤️❤️",1,love love love amazon echo plus
2,2018-07-14,White  Plus,"The sound quality is not that good, especially for the price that you pay for this. I would recommend to get the Echo Dot and buy a better speaker instead. Maybe Sonos and use the Echo dot.",0,sound quality good especially price pay would recommend get echo dot buy better speaker instead maybe sonos use echo dot
4,2018-07-14,Black  Plus,Alexa was able to call my phone when I couldn’t find it and also turned on and off the light when commanded.  Then I came home a day later and it wouldn’t turn on the light but would shut it off.  Then she said I had no devices; couldn’t find my phone.  Now working again.  We will see.  Love the selection of music!,1,alexa able call phone find also turned light commanded came home day later turn light would shut said devices find phone working see love selection music
1,2018-07-14,White  Plus,"I will be returning this piece of garbage as soon as possible. With my lifetime Amazon spending approaching nearly $40,000, I’m sure I’m just a small customer to them, but I’ve rarely been so disappointed out of hundreds if not thousands of Amazon purchases.I have 8+ echos for home automation and bought this Echo Plus specifically for the built-in hub along with approximately $600+ in zigbee light switches. The voice control is subpar even when it works, and that is a rarity. Most often it does nothing. I could not be more disappointed with this product and strongly discourage you from investing in the Amazon/Zigbee ecosystem. If you value your money, and expect a working product then you need to look elsewhere",0,returning piece garbage soon possible lifetime amazon spending approaching nearly sure small customer rarely disappointed hundreds thousands amazon purchases echos home automation bought echo plus specifically built hub along approximately zigbee light switches voice control subpar even works rarity often nothing could disappointed product strongly discourage investing amazon zigbee ecosystem value money expect working product need look elsewhere
5,2018-07-12,Black  Plus,"I love Alexa, she works great but she not for little children. She doesn't understand if you don't speak clearly. She fun to have",1,love alexa works great little children n't understand n't speak clearly fun
5,2018-07-12,White  Plus,Holy sound quality batman! This thing jams. It's insanely helpful and just a nice gadget to have around.,1,holy sound quality batman thing jams 's insanely helpful nice gadget around
5,2018-07-11,White  Plus,Very easy to set up and use. Slowly adding devices to truly make our house a smart home. Both Alexa and I are learning what we can do.  With each new item I am happier that I made the purchase.  So far my only regret is I didn’t do it sooner.,1,easy set use slowly adding devices truly make house smart home alexa learning new item happier made purchase far regret sooner
5,2018-07-11,White  Plus,"Get this in white. I bought it for my girlfriend in white and I wish I had it in white now. Alexa is one of those devices you will always use and miss when it's not around. I find new uses for Alexa every day. I've Incorporated this device into so many parts of my daily life. As Alexa learns more I learn more. She's my alarm clock, she reminds me of important dates. I'm constantly asking her for information like travel, entertainment, science, history, politics Etc. She turns on and off lights, she's the core of my smart home.",1,get white bought girlfriend white wish white alexa one devices always use miss 's around find new uses alexa every day 've incorporated device many parts daily life alexa learns learn 's alarm clock reminds important dates 'm constantly asking information like travel entertainment science history politics etc turns lights 's core smart home
5,2018-07-11,Black  Plus,I love it best gift I got myself,1,love best gift got
5,2018-07-10,Black  Plus,I love the sound very good. We use it for home automation also works well!!,1,love sound good use home automation also works well
4,2018-07-10,White  Plus,I really haven’t found any difference between this and the original version I bought. They both work great,1,really found difference original version bought work great
5,2018-07-10,Black  Plus,Personal,1,personal
5,2018-07-10,Black  Plus,We are really enjoying the echo plus. It is fun too.,1,really enjoying echo plus fun
5,2018-07-10,Black  Plus,"Love Echo, everywhere I go in my house she's always reminding me, playing music or talking to me.  Love her.",1,love echo everywhere go house 's always reminding playing music talking love
5,2018-07-09,White  Plus,Very good quality and you don’t have to yell or be close for it to work and understand you properly,1,good quality yell close work understand properly
5,2018-07-09,White  Plus,So  convenient ! I will never touch the remote again to shut off my tv!!,1,convenient never touch remote shut tv
5,2018-07-09,Black  Plus,We love everything,1,love everything
5,2018-07-09,White  Plus,Easy setup very fun to use. Connects with all my smart home appliances,1,easy setup fun use connects smart home appliances
5,2018-07-08,Black  Plus,Expensive but it is a slightly better sound than my Original Echo.,1,expensive slightly better sound original echo
5,2018-07-08,White  Plus,The sound of the speaker is better than the other Echo I own!,1,sound speaker better echo
5,2018-07-07,Black  Plus,"I'm loving my easy access to all the music and books I listen to from Amazon music and audible.  The treble, mid and bass sound well-equalized.  I love that I can easily take it to any area of my house and plug it in.  It's nice and light weight, with a good length of cord.",1,'m loving easy access music books listen amazon music audible treble mid bass sound well equalized love easily take area house plug 's nice light weight good length cord
5,2018-07-07,White  Plus,This is our first Alexa.... we love it!!,1,first alexa love
5,2018-07-07,White  Plus,"So far using it for lights and music. Will connect my tv, vacuum and doorbell soon. Love it!!!!",1,far using lights music connect tv vacuum doorbell soon love
5,2018-07-06,Black  Plus,Enjoying it so much!!!,1,enjoying much
5,2018-07-06,Black  Plus,I like that it’s voice activated but it don’t link with any other Bluetooth devices only Alexa devices,1,like voice activated link bluetooth devices alexa devices
5,2018-07-06,Black  Plus,It appears to be working fine my first Echo stopped replying to my requests and I received the Echo plus very happy no problems no hassel exchange.,1,appears working fine first echo stopped replying requests received echo plus happy problems hassel exchange
3,2018-07-06,Black  Plus,This is the best Amazon speaker with Alexa in it.  But if you’re thinking it’s a good smart hub you’re wrong. Are you can do is connect your smart lights and devices to it and tell Alexa to Turn them on and off. That’s it! You’re better off buying separate hubs so you have more control of your devices.,1,best amazon speaker alexa thinking good smart hub wrong connect smart lights devices tell alexa turn better buying separate hubs control devices
5,2018-07-05,Black  Plus,STILL TRYING TO LINK TO MY SON'S AND DAUGHTER'S IN THEIR ROOMS...,1,still trying link son 's daughter 's rooms
1,2018-07-05,Black  Plus,Didn’t really work as smooth as they make it seem like.,0,really work smooth make seem like
5,2018-07-05,Black  Plus,it does everything that it offers.,1,everything offers
5,2018-07-05,Black  Plus,LOVE!,1,love
5,2018-07-04,White  Plus,"Besides being fun, it also has many practical aspects--a real bonus for those with vision issues!",1,besides fun also many practical aspects real bonus vision issues
5,2018-07-04,Black  Plus,Works perfect,1,works perfect
5,2018-07-04,Black  Plus,Alexa us funny and enjoyable. Nice sound,1,alexa us funny enjoyable nice sound
5,2018-07-04,Black  Plus,Echo Plus with built-in Hub - Black ...Amazon,1,echo plus built hub black amazon
5,2018-07-03,Black  Plus,Good product I like it . Thank you !,1,good product like thank
5,2018-07-03,Black  Plus,It's louder than the dot and it's got a built in hub for all the other wireless controls in the house.,1,'s louder dot 's got built hub wireless controls house
5,2018-07-03,Black  Plus,Easy set up,1,easy set
4,2018-07-03,White  Plus,"Was debating between a 4 and a 5 star review. The one challenge with the hub is that Phillips has added functionality that only works with their hub. Basic functionality works with this unit, but now I need two apps to set everything how I want it instead of one, which has caused some user issues. It's woken up a couple times without the trigger word, which I find highly unsettling. We have minor issues with it not always picking up what we say correctly, but it's usually just one or two repeats if that happens.The speaker is great quality and easily covers the kitchen/living room. The sleek design is not obtrusive. My girlfriend has had fun interacting with it and we've had entertaining conversations with it.",1,debating star review one challenge hub phillips added functionality works hub basic functionality works unit need two apps set everything want instead one caused user issues 's woken couple times without trigger word find highly unsettling minor issues always picking say correctly 's usually one two repeats happens speaker great quality easily covers kitchen living room sleek design obtrusive girlfriend fun interacting 've entertaining conversations
5,2018-07-03,Black  Plus,WORKS GREAT,1,works great
5,2018-07-02,Black  Plus,Very happy,1,happy
5,2018-07-02,Black  Plus,Love this device,1,love device
5,2018-07-02,Black  Plus,I really like this item. I already had the echo dot but with this purchase the Philips Hue bulb came with the plus. Just purchasing the plus I have not had time to use it to its full capabilities but the bulb is something else. I use that with the echo dot to turn on our bedroom light and I really like it. The plus is in our great room/kitchen area. So far I give this a 5 star.,1,really like item already echo dot purchase philips hue bulb came plus purchasing plus time use full capabilities bulb something else use echo dot turn bedroom light really like plus great room kitchen area far give star
5,2018-07-02,Black  Plus,Love it!!! Convenient. Responsive. Learns voices within the household. Best assistant so far!,1,love convenient responsive learns voices within household best assistant far
5,2018-07-02,White  Plus,"I am the Training Coordinator at my company and I have used the Amazon Blueprints skill with an Echo device and Echo Buttons to create my own Gameshow/Quiz for new hire orientation training. I'm always looking for new ways to engage trainees in order to make learning more enjoyable. I believe that if someone enjoys the process of learning then they're much more likely to remember the information. So far, this has been a huge success with my classes and I look forward to Amazon improving and building out the Blueprints skill further!",1,training coordinator company used amazon blueprints skill echo device echo buttons create gameshow quiz new hire orientation training 'm always looking new ways engage trainees order make learning enjoyable believe someone enjoys process learning 're much likely remember information far huge success classes look forward amazon improving building blueprints skill
4,2018-07-01,Black  Plus,"This is a great tool (toy?), room-filling music, very convenient to use, just fun to have. Why only 4 stars? Supposed to work with Logitech Harmony remote: nope. Supposed to work with Denon AV receivers: nope. This may not be Amazon't fault, but advertised skills should actually work. We also have the Echo Show, and the Ring skill works correctly with that device when we want to see who is at the front door.",1,great tool toy room filling music convenient use fun stars supposed work logitech harmony remote nope supposed work denon av receivers nope may amazo n't fault advertised skills actually work also echo show ring skill works correctly device want see front door
5,2018-06-30,Black  Plus,amazing product with amazing sound!,1,amazing product amazing sound
5,2018-06-30,Black  Plus,"I love the Echo Plus mainly because I don't have to worry about putting a CD, in to play. I just command a song and it plays. However; I was disappointed to learn later that it needed to stay plugged in unlike the Echo. After consulting with Amazon and learning that I can purchase a portable Echo charging station I'm good.Sincerely,",1,love echo plus mainly n't worry putting cd play command song plays however disappointed learn later needed stay plugged unlike echo consulting amazon learning purchase portable echo charging station 'm good sincerely
5,2018-06-30,Black  Plus,We love this.,1,love
2,2018-06-29,Black  Plus,"As an echo its great, Good sound quality and functionality. As a smart home hub, it sucks. No automation, no geo-fencing, no music syncing for hue, no z-wave. All it does is turn things on with your voice. Ended up buying a smartthing hub and transferring everything over.",0,echo great good sound quality functionality smart home hub sucks automation geo fencing music syncing hue z wave turn things voice ended buying smartthing hub transferring everything
5,2018-06-29,Black  Plus,We have a great time using this as a family. Even my toddler can talk to her . There are a few features I wish it would learn to do  but overall we love it and glad we brought it over the Google home !,1,great time using family even toddler talk features wish would learn overall love glad brought google home
5,2018-06-29,Black  Plus,great,1,great
1,2018-06-29,Black  Plus,"Got this a few months ago with the idea that it will help control my smart bulbs and be useful with answering questions and getting daily weather updates.It’s far from being useful.Half the time when you “wake” the device to ask a question or initiate a command, it doesn’t hear what you say and turns off. Basically ignoring you. Often she is unable to answer basic questions.It’s been so frustrating. Alexa has been more work rather than making my life easier.I would return it but I’m past the return period...... zzzz",0,got months ago idea help control smart bulbs useful answering questions getting daily weather updates far useful half time wake device ask question initiate command hear say turns basically ignoring often unable answer basic questions frustrating alexa work rather making life easier would return past return period zzzz
4,2018-06-28,Black  Plus,It is very convenient but wish i could request more music.,1,convenient wish could request music
5,2018-07-31,Configuration: Fire TV Stick,Ideal when you have Amazon Prime.. My very first Fire TV Stick... I should have purchased one a long time ago.... I wish I bought 2 or 3 on Amazon Prime Day..... And not to forget the fantastic Alexa features..,1,ideal amazon prime first fire tv stick purchased one long time ago wish bought amazon prime day forget fantastic alexa features
5,2018-07-31,Configuration: Fire TV Stick,We love it! Finally got one for everyone in the home. Most importantly we’re saving money that would have otherwise gone to cable.,1,love finally got one everyone home importantly saving money would otherwise gone cable
5,2018-07-31,Configuration: Fire TV Stick,I LOVE my Firestick.,1,love firestick
5,2018-07-31,Configuration: Fire TV Stick,I don't know why I held out on getting this for so long.,1,n't know held getting long
5,2018-07-31,Configuration: Fire TV Stick,Cord cutting,1,cord cutting
5,2018-07-31,Configuration: Fire TV Stick,Works great. Bought as a gift for my boyfriend. Easy & fun to use.,1,works great bought gift boyfriend easy fun use
5,2018-07-31,Configuration: Fire TV Stick,It works great,1,works great
5,2018-07-31,Configuration: Fire TV Stick,Using it to stream Amazon Prime and Netflix.,1,using stream amazon prime netflix
5,2018-07-31,Configuration: Fire TV Stick,I put it on a TV that didn’t have a great picture and it now looks like a new TV,1,put tv great picture looks like new tv
4,2018-07-31,Configuration: Fire TV Stick,Works as expected,1,works expected
2,2018-07-31,Configuration: Fire TV Stick,It is much more difficult to use than the Chromecast.,0,much difficult use chromecast
2,2018-07-31,Configuration: Fire TV Stick,Fast to load. But keeps rebooting  in middle of shows,0,fast load keeps rebooting middle shows
5,2018-07-31,Configuration: Fire TV Stick,Great!!,1,great
5,2018-07-31,Configuration: Fire TV Stick,Works great and it's so easy to use that my 4 year old can navigate it.,1,works great 's easy use year old navigate
5,2018-07-31,Configuration: Fire TV Stick,I live this item.  I bought several for each room in the house and as a gift for my Mom.  I also use mine to travel with.,1,live item bought several room house gift mom also use mine travel
4,2018-07-31,Configuration: Fire TV Stick,I love how I can just push the microphone button on the remote and ask it to open any show and it'll find whether it's on Hulu or Netflix and sign me in and start the show... Pretty amazing but each new technology sure is making me lazy or lol :-),1,love push microphone button remote ask open show 'll find whether 's hulu netflix sign start show pretty amazing new technology sure making lazy lol
4,2018-07-31,Configuration: Fire TV Stick,A great product.  I would buy another.,1,great product would buy another
4,2018-07-31,Configuration: Fire TV Stick,The power cord attachment tends to come loose from the outlet. The adapter may be too long and heavy. Not a big problem but annoying. When the unit is plugged in it works great.,1,power cord attachment tends come loose outlet adapter may long heavy big problem annoying unit plugged works great
5,2018-07-31,Configuration: Fire TV Stick,Loved it!! Wish I would have bought one sooner.,1,loved wish would bought one sooner
5,2018-07-31,Configuration: Fire TV Stick,Able to watch all of the shows I love and more.,1,able watch shows love
5,2018-07-31,Configuration: Fire TV Stick,Totally clear picture with numerous channels available. Used for my kitchen tv,1,totally clear picture numerous channels available used kitchen tv
5,2018-07-31,Configuration: Fire TV Stick,Very easy to use.,1,easy use
5,2018-07-31,Configuration: Fire TV Stick,Easy to use,1,easy use
5,2018-07-31,Configuration: Fire TV Stick,Love the fire stick. I can download watch great movies. Instead of searching I use Alexa voice.  Prime doesn't offer very many newer movies is the only negative.I also wished there was a way you could set it up to post newest movies first.,1,love fire stick download watch great movies instead searching use alexa voice prime n't offer many newer movies negative also wished way could set post newest movies first
5,2018-07-31,Configuration: Fire TV Stick,Very easy to install. Voice control is great.,1,easy install voice control great
4,2018-07-31,Configuration: Fire TV Stick,Love it!,1,love
3,2018-07-31,Configuration: Fire TV Stick,Great buy at $20!,1,great buy
5,2018-07-31,Configuration: Fire TV Stick,"I am guilty of not setting this up, I had my youngest daughter do it. She did not seem to have much trouble figuring it out. So I would have to assume it was not very difficult. I have not tried to use it  yet but my oldest seems to like it so she ordered one for herself.",1,guilty setting youngest daughter seem much trouble figuring would assume difficult tried use yet oldest seems like ordered one
4,2018-07-31,Configuration: Fire TV Stick,One problem you need to buy an app from amazon to mirroring your iphone .. app price 2.99$ .. other than that the device is perfect,1,one problem need buy app amazon mirroring iphone app price device perfect
5,2018-07-31,Configuration: Fire TV Stick,Streaming is easy.  I love it because I can watch Netflix in my bedroom on my TV and not my Ipad,1,streaming easy love watch netflix bedroom tv ipad
5,2018-07-31,Configuration: Fire TV Stick,Absolutely love it,1,absolutely love
5,2018-07-31,Configuration: Fire TV Stick,Great product we listen to music all the time,1,great product listen music time
5,2018-07-31,Configuration: Fire TV Stick,Ummm... TV like everyone else.,1,ummm tv like everyone else
5,2018-07-31,Configuration: Fire TV Stick,We love the Fire TV Stick and will love it even more when we sever our cable connection when our service agreement expires.,1,love fire tv stick love even sever cable connection service agreement expires
5,2018-07-30,Configuration: Fire TV Stick,Love the TV/movie selection. I really like the fact that I can just rent a movie if they don't have it in their selection.,1,love tv movie selection really like fact rent movie n't selection
5,2018-07-30,Configuration: Fire TV Stick,So far no major issues,1,far major issues
5,2018-07-30,Configuration: Fire TV Stick,I love it! Super easy to use. Hole the button and speak....takes you right to it without delay :-),1,love super easy use hole button speak takes right without delay
5,2018-07-30,Configuration: Fire TV Stick,Love it...so happy to have everything available through this,1,love happy everything available
5,2018-07-30,Configuration: Fire TV Stick,Best streaming device I've used in 5 years just wish the remote had a headphone jack like the Roku remote does.,1,best streaming device 've used years wish remote headphone jack like roku remote
5,2018-07-30,Configuration: Fire TV Stick,Exceeded my expectations,1,exceeded expectations
4,2018-07-30,Configuration: Fire TV Stick,New device so still learning about it but works great for us when navigating Hulu.,1,new device still learning works great us navigating hulu
3,2018-07-30,Configuration: Fire TV Stick,Its ok... my home screen on my fire stick is not working on my television. So by that not working...Alexa will not respond to any questions or commands....I'm going to reach out to Amazon this weekend.,1,ok home screen fire stick working television working alexa respond questions commands 'm going reach amazon weekend
5,2018-07-30,Configuration: Fire TV Stick,So awesome to bring my older tv to life,1,awesome bring older tv life
5,2018-07-30,Configuration: Fire TV Stick,"This makes a big difference in searching for programs, so much easier then the older fire stick, faster to.",1,makes big difference searching programs much easier older fire stick faster
5,2018-07-30,Configuration: Fire TV Stick,Great and easy to use,1,great easy use
